job_hash,company,title,location,url,match_score,reason,source,posted_at,seen_at
f7383331dd338401fd701fb9d17487d7,Discord,QA/DevOps Engineer,San Francisco Bay Area,https://job-boards.greenhouse.io/discord/jobs/8703614002,10,Heuristic overlap: 3/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-08-14T03:27:33+00:00,2026-09-07T17:03:20Z
e7ea981111fe2bbf533495ab7203f487,Discord,"Senior Full-Stack Software Engineer, Ads",San Francisco Bay Area,https://job-boards.greenhouse.io/discord/jobs/8659978002,10,Heuristic overlap: 3/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-07-31T16:23:32+00:00,2026-09-07T17:03:20Z
05a909f9528c77e20642bfd65343d756,Discord,"Senior Software Engineer, Ads",San Francisco Bay Area,https://job-boards.greenhouse.io/discord/jobs/8697883002,14,Heuristic overlap: 4/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-08-12T16:44:44+00:00,2026-09-07T17:03:20Z
383e6510de66c806b4edea381ca520fe,Discord,"Senior Software Engineer, Application Security",San Francisco Bay Area,https://job-boards.greenhouse.io/discord/jobs/8656854002,10,Heuristic overlap: 3/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-07-31T20:41:03+00:00,2026-09-07T17:03:20Z
00052521ee5818f23f4fd7403b036bd7,Discord,Senior Stock Administrator,San Francisco Bay Area or Remote (U.S.),https://job-boards.greenhouse.io/discord/jobs/8757366002,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-28T23:05:20+00:00,2026-09-07T17:03:20Z
fa086dbe067a2fb9e501ccb0973287e1,Discord,Staff Data Engineer - Data Infrastructure,San Francisco Bay Area,https://job-boards.greenhouse.io/discord/jobs/8691572002,10,Heuristic overlap: 3/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-08-10T17:56:48+00:00,2026-09-07T17:03:20Z
87bb7c85dce6c98c192a9f99c3918f62,Discord,Staff Software Engineer - Consumer Revenue,San Francisco Bay Area,https://job-boards.greenhouse.io/discord/jobs/8464570002,10,Heuristic overlap: 3/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-09-02T23:29:30+00:00,2026-09-07T17:03:20Z
22645ba4fa69a6d2900849aaacae3367,Discord,"Staff Software Engineer, Experimentation Platform",Remote (U.S.),https://job-boards.greenhouse.io/discord/jobs/8700605002,14,Heuristic overlap: 2/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-18T22:26:49+00:00,2026-09-07T17:03:20Z
3eb05a3e048386e64a2988af1ffdccb0,Discord,"Staff Software Engineer, Safety Experience",San Francisco Bay Area,https://job-boards.greenhouse.io/discord/jobs/8727410002,14,Heuristic overlap: 4/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-08-26T20:58:25+00:00,2026-09-07T17:03:20Z
8939269072b80ba1773dbcff85f2af28,Stripe,"Account Executive, Enterprise (Grower) ","US-San Francisco, US-Seattle, US-West Coast (Remote) ",https://stripe.com/jobs/search?gh_jid=8107136,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-10T13:19:03+00:00,2026-09-07T17:03:20Z
b972a503e0d80187958a783a3a606290,Stripe,"Account Executive, Existing Business (Central Eastern Europe)",Poland - Remote OR Romania - Remote,https://stripe.com/jobs/search?gh_jid=8119697,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-14T15:26:20+00:00,2026-09-07T17:03:20Z
22751626d222c656eab3b222d9a97b98,Stripe,"Account Executive, Hunter (Central Eastern Europe)",Poland - Remote OR Romania - Remote,https://stripe.com/jobs/search?gh_jid=8130052,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-14T15:37:37+00:00,2026-09-07T17:03:20Z
9012a74e76e0e3c8a5260d21d56321ef,Stripe,Android BSP Engineer,"Taipei, Taiwan",https://stripe.com/jobs/search?gh_jid=8074125,10,Heuristic overlap: 3/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-07-21T01:43:12+00:00,2026-09-07T17:03:20Z
e1ee5a2b8b614f2827253a57a1c993ec,Stripe,ARG Engineering Manager,US - Remote,https://stripe.com/jobs/search?gh_jid=8113337,18,Heuristic overlap: 3/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-10T16:09:23+00:00,2026-09-07T17:03:20Z
088ab96058adfa51a3a3f04658df9dc1,Stripe,"AutoFile Specialist, Tax",US-Remote ,https://stripe.com/jobs/search?gh_jid=8076623,14,Heuristic overlap: 2/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-24T13:17:17+00:00,2026-09-07T17:03:20Z
a83f56a2e506e78bea7f2d5bfd8db794,Stripe,AV Events Manager,US-SF,https://stripe.com/jobs/search?gh_jid=8078126,18,Heuristic overlap: 3/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-22T17:26:09+00:00,2026-09-07T17:03:20Z
72ed5878d507121d8548090e4cd3cbcb,Stripe,Business Partner Analyst,"US-SF, US-Seattle, US-NYC, US-Chicago, US-Georgia or US-Remote",https://stripe.com/jobs/search?gh_jid=8079783,14,Heuristic overlap: 2/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-30T17:08:44+00:00,2026-09-07T17:03:20Z
e04a653bcf91ea997f5aa339c8ee7c07,Stripe,"Communities Partner Development Manager, SaaS Platforms",US-Remote,https://stripe.com/jobs/search?gh_jid=8138000,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-20T16:59:03+00:00,2026-09-07T17:03:20Z
e04a653bcf91ea997f5aa339c8ee7c07,Stripe,"Communities Partner Development Manager, SaaS Platforms",US-Remote,https://stripe.com/jobs/search?gh_jid=8103952,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-20T16:54:21+00:00,2026-09-07T17:03:20Z
6457d4d6deaec7f0e787c111c23723aa,Stripe,"Data Analyst, Financial Data Engineering",New York,https://stripe.com/jobs/search?gh_jid=8070572,10,Heuristic overlap: 3/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-07-22T16:55:09+00:00,2026-09-07T17:03:20Z
385e4ccac07f62d7f2fd4f131300d73a,Stripe,Data Excellence Manager ,"US Remote, Chicago, SF, Seattle, NYC",https://stripe.com/jobs/search?gh_jid=8106026,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-31T20:17:50+00:00,2026-09-07T17:03:20Z
d25f165b67b026a32f1cb753570b739c,Stripe,Deal Pricing,Mexico City,https://stripe.com/jobs/search?gh_jid=7998031,14,Heuristic overlap: 2/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-28T16:42:17+00:00,2026-09-07T17:03:20Z
572056dd1edc6f1042252be69af81d7d,Stripe,Deal Strategist,US-Remote,https://stripe.com/jobs/search?gh_jid=7958150,14,Heuristic overlap: 2/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-05T16:06:17+00:00,2026-09-07T17:03:20Z
13e28a3d0fb340bb4a216236caa07b5a,Stripe,"Designer, Web, Presence & Platform",US-Remote,https://stripe.com/jobs/search?gh_jid=8130913,14,Heuristic overlap: 2/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-31T16:15:39+00:00,2026-09-07T17:03:20Z
b8687564db5e85978ae8c6aab520aea2,Stripe,"Engineering Manager, Infrastructure","Seattle, San Francisco, New York City",https://stripe.com/jobs/search?gh_jid=8128496,10,Heuristic overlap: 3/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-08-13T17:29:57+00:00,2026-09-07T17:03:20Z
8416b73057b7b8e1574dace81b796fee,Stripe,"Engineering Manager, Machine Learning - Fraud Detection",N/A,https://stripe.com/jobs/search?gh_jid=8069506,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-16T17:23:32+00:00,2026-09-07T17:03:20Z
edf70a6aa21ece601fa9674671134799,Stripe,Firmware Engineer,Taipei City,https://stripe.com/jobs/search?gh_jid=8040825,10,Heuristic overlap: 3/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-07-22T05:52:11+00:00,2026-09-07T17:03:20Z
16e90a4743f7eae3e1c552df631f73eb,Stripe,"Forward Deployed AI Accelerator, Marketing","Remote in the US, Remote in Canada",https://stripe.com/jobs/search?gh_jid=8055930,14,Heuristic overlap: 2/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-13T23:29:13+00:00,2026-09-07T17:03:20Z
d5fe4d84df739cfebdbae17a89fcfbdc,Stripe,Forward Deployed Security Engineer,Dublin,https://stripe.com/jobs/search?gh_jid=8181003,10,Heuristic overlap: 3/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-09-06T15:22:28+00:00,2026-09-07T17:03:20Z
426dc60f7c99d73d8d62a51881b4fbc8,Stripe,"Growth Marketing Manager, Greater China",Singapore,https://stripe.com/jobs/search?gh_jid=8078168,10,Heuristic overlap: 3/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-07-29T01:53:01+00:00,2026-09-07T17:03:20Z
3c389a68bcffb4269251133fcfe6e720,Stripe,GTM Business Value Specialist,"Chicago, New York, San Francisco",https://stripe.com/jobs/search?gh_jid=8097047,14,Heuristic overlap: 4/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-08-05T18:05:00+00:00,2026-09-07T17:03:20Z
8cf2f8d1bf9dbe0c696a364c0fcc6ffd,Stripe,Head of AEO & SEO,"US Remote; Chicago, Atlanta, Canada",https://stripe.com/jobs/search?gh_jid=8128634,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-13T21:08:27+00:00,2026-09-07T17:03:20Z
3e6d4d14ae1f44244d8263cca2a9b82d,Stripe,Head of Brand Studio Operations,US,https://stripe.com/jobs/search?gh_jid=8014382,10,Heuristic overlap: 3/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-08-25T03:48:56+00:00,2026-09-07T17:03:20Z
e258f99c02b9adb285eb9b2e83923bc9,Stripe,Head of Marketing Operations,"San Francisco, New York, Seattle, Chicago, Atlanta, Toronto, Remote in the US, Remote in Canada",https://stripe.com/jobs/search?gh_jid=8065643,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-14T21:45:34+00:00,2026-09-07T17:03:20Z
07ef788d5224934f078bf59d1f7beadc,Stripe,"Head of Marketing, Southeast Asia",Singapore,https://stripe.com/jobs/search?gh_jid=8059299,10,Heuristic overlap: 3/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-07-16T01:41:40+00:00,2026-09-07T17:03:20Z
67992841be5a68e0f2daf7116572069c,Stripe,"Head of Money Management, Finance & Strategy ","Seattle, San Francisco, New York, Chicago ",https://stripe.com/jobs/search?gh_jid=8154531,14,Heuristic overlap: 4/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-08-26T19:13:50+00:00,2026-09-07T17:03:20Z
bd4089409e1bd41ca9c05ee3d9a39321,Stripe,Head of Self-Serve Paid Media,"San Francisco, New York, Seattle, Chicago, Atlanta, Remote in the US, Toronto, Remote in Canada",https://stripe.com/jobs/search?gh_jid=8068521,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-21T00:55:32+00:00,2026-09-07T17:03:20Z
b903f61cf9a0fecb408ff37355019dad,Stripe,"Integrated Campaigns Manager - Stablecoins, Crypto, and Bridge","US, Remote",https://stripe.com/jobs/search?gh_jid=8067276,14,Heuristic overlap: 2/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-15T16:38:40+00:00,2026-09-07T17:03:20Z
11988095c16907587bd6c21668983651,Stripe,"Integration Engineer, Metronome",Remote,https://stripe.com/jobs/search?gh_jid=8080454,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-18T13:25:04+00:00,2026-09-07T17:03:20Z
bd087ce6d425d4f5b25078f2a14fccd2,Stripe,Investigator ,US Remote ,https://stripe.com/jobs/search?gh_jid=8172491,14,Heuristic overlap: 2/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-09-04T15:26:03+00:00,2026-09-07T17:03:20Z
1f6171c3f9b3bc3af16a1e021bfa771d,Stripe,IT Support Engineer,Dublin,https://stripe.com/jobs/search?gh_jid=8096788,14,Heuristic overlap: 2/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-31T08:45:04+00:00,2026-09-07T17:03:20Z
58e40c5aaf43b02495501a5a4eb00b57,Stripe,"Manager, Administrative Coordinator Program",US-remote,https://stripe.com/jobs/search?gh_jid=8069155,14,Heuristic overlap: 2/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-16T17:53:32+00:00,2026-09-07T17:03:20Z
13937b01f7066fbb60f3a05ff95273fb,Stripe,"Manager, Competitive Programs","NYC, Seattle, SF, Remote",https://stripe.com/jobs/search?gh_jid=8175671,18,Heuristic overlap: 3/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-09-04T21:20:50+00:00,2026-09-07T17:03:20Z
4fbfb63467757f9211346e12099bd77b,Stripe,"Manager, Technical Account Management",Toronto,https://stripe.com/jobs/search?gh_jid=8154304,10,Heuristic overlap: 3/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-09-04T14:21:01+00:00,2026-09-07T17:03:20Z
13b80dd714d6cd05dd90574cc4fc3b3a,Stripe,"Manager, Technical Account Management",San Francisco or Seattle,https://stripe.com/jobs/search?gh_jid=8152136,10,Heuristic overlap: 3/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-09-04T19:01:59+00:00,2026-09-07T17:03:20Z
839aee102388b1e2ad82cd1b63e7f157,Stripe,"Operations Program Manager, Tax",US Remote,https://stripe.com/jobs/search?gh_jid=8109426,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-05T18:22:39+00:00,2026-09-07T17:03:20Z
678d52350c3bd41a6aacf863dd97ebc1,Stripe,"Partner Development Manager, Alliances and Channels",US-Remote,https://stripe.com/jobs/search?gh_jid=8165267,14,Heuristic overlap: 2/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-09-04T21:39:06+00:00,2026-09-07T17:03:20Z
840a4c2ae3b4bb5d6b284c82a1466fa4,Stripe,"Partner Development Manager, Link - Payments Partnerships",US-NYC; US-San Francisco; US-Seattle; US-Remote; US- Chicago; US-Atlanta; Canada-Toronto; Canada-Remote,https://stripe.com/jobs/search?gh_jid=8090126,18,Heuristic overlap: 3/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-30T19:08:54+00:00,2026-09-07T17:03:20Z
a485e6556b117967d38b4724711219e5,Stripe,"Partner Development Manager, Strategic Partnerships",US-NYC; US-San Francisco; US-Seattle; US-Remote; US- Chicago; US-Atlanta; Canada-Toronto; Canada-Remote,https://stripe.com/jobs/search?gh_jid=8094869,14,Heuristic overlap: 2/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-29T19:07:53+00:00,2026-09-07T17:03:20Z
e1170c47d4bc7657532f1be723fb82a6,Stripe,"Partner Development Manager, Strategic Payment Partnerships",US-San Francisco; US-New York City; US-Seattle; US-Remote; US-Chicago; CA-Toronto; CA-Remote,https://stripe.com/jobs/search?gh_jid=8155164,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-25T15:54:31+00:00,2026-09-07T17:03:20Z
3b3f992ee316341e477e6c5c9ca8faf3,Stripe,People Project Manager,"US-Remote, Atlanta, Chicago",https://stripe.com/jobs/search?gh_jid=8039954,14,Heuristic overlap: 2/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-16T15:42:39+00:00,2026-09-07T17:03:20Z
0ea315accb87a29dba7c677a734ff8ec,Stripe,"Product Analytics - Developer Experience, Bridge",N/A,https://stripe.com/jobs/search?gh_jid=8139998,14,Heuristic overlap: 4/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-08-18T19:01:07+00:00,2026-09-07T17:03:20Z
b186ff082b028c3cc4fd065177f64d08,Stripe,Product Counsel,US remote,https://stripe.com/jobs/search?gh_jid=8089069,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-27T20:39:34+00:00,2026-09-07T17:03:20Z
7a79fafefc5d3ac8076e30297276f763,Stripe,"Product Manager, E-Invoicing","Dublin, Ireland",https://stripe.com/jobs/search?gh_jid=8041655,10,Heuristic overlap: 3/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-07-15T11:01:45+00:00,2026-09-07T17:03:20Z
4ed5785cfb84e899e05dcafcf524aa89,Stripe,"Product Marketing Manager, Payments","Remote in the US, Chicago, Toronto",https://stripe.com/jobs/search?gh_jid=8142770,14,Heuristic overlap: 2/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-19T20:38:49+00:00,2026-09-07T17:03:20Z
0be416e62a9bc3e9c1a1711d05d2eb1b,Stripe,"Product Marketing Manager, Startup Segment","San Francisco, Seattle, NYC, Chicago, Remote in the US, Toronto",https://stripe.com/jobs/search?gh_jid=8097731,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-30T21:24:27+00:00,2026-09-07T17:03:20Z
2c4f39b066f2ebeef14689811a48880c,Stripe,"Program Manager, Card Network Office (Card Networks)","US-SF, US-NYC, US-Seattle, US-Remote",https://stripe.com/jobs/search?gh_jid=8081754,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-27T16:31:09+00:00,2026-09-07T17:03:20Z
0e0ce973a11e7ca4eebf03af5ed889ca,Stripe,"Program Manager, Executive Experiences","San Francisco, New York, Seattle, Chicago, Atlanta, Remote in the US",https://stripe.com/jobs/search?gh_jid=8175629,14,Heuristic overlap: 2/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-09-05T10:42:00+00:00,2026-09-07T17:03:20Z
80f19af5264439312ddfd59ff5dea49b,Stripe,"Program Manager, GTM Planning","Chicago, Remote",https://stripe.com/jobs/search?gh_jid=8147961,14,Heuristic overlap: 2/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-31T18:10:26+00:00,2026-09-07T17:03:20Z
2b4116d0a98bd0fadf529fa720976dcc,Stripe,"Program Manager, GTM Strategic Programs","US-Remote, Chicago",https://stripe.com/jobs/search?gh_jid=8042309,14,Heuristic overlap: 2/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-11T14:57:35+00:00,2026-09-07T17:03:20Z
cfd7271912cd3829fcda6ac2d3b4d849,Stripe,"Program Manager, Performance and Talent Planning",US-Remote,https://stripe.com/jobs/search?gh_jid=8127890,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-17T20:37:29+00:00,2026-09-07T17:03:20Z
b4841a294476b0a7154cd9b1848bcc0e,Stripe,"Program Manager, Security GRC",Remote,https://stripe.com/jobs/search?gh_jid=8078131,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-22T13:07:47+00:00,2026-09-07T17:03:20Z
30bedfd0c6b5455a08760cc3d3bf09f9,Stripe,"Regional Security Manager, Americas","San Francisco, Seattle, NYC, Chicago",https://stripe.com/jobs/search?gh_jid=8125586,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-14T21:10:01+00:00,2026-09-07T17:03:20Z
3f53242469a11170d32ae5e3c0cece51,Stripe,"Risk Partnerships Manager, Stablecoin",US-San Francisco; US-NYC; US-Seattle; US-Remote; US-Chicago; US-Atlanta,https://stripe.com/jobs/search?gh_jid=8078333,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-28T18:30:34+00:00,2026-09-07T17:03:20Z
aa3c7d76a776680c903dcc5570f7ae74,Stripe,Sales Strategy & Operations Analyst ,US,https://stripe.com/jobs/search?gh_jid=8164674,14,Heuristic overlap: 4/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-09-01T15:26:22+00:00,2026-09-07T17:03:20Z
a33153298789a91ccfdb5fae35ae94a8,Stripe,"Security Engineer, Privy",NYC-Privy,https://stripe.com/jobs/search?gh_jid=8073092,10,Heuristic overlap: 3/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-07-30T20:41:25+00:00,2026-09-07T17:03:20Z
d7b7e04cf9ed293175fe3e7428465e10,Stripe,Security Incident Response Engineer,US Remote,https://stripe.com/jobs/search?gh_jid=8142302,14,Heuristic overlap: 2/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-19T20:33:11+00:00,2026-09-07T17:03:20Z
96008e15207d4ad1dc5c264ecf1e23e2,Stripe,Security Incident Response Manager - Abuse Operations ,Dublin,https://stripe.com/jobs/search?gh_jid=8172493,10,Heuristic overlap: 3/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-09-03T17:37:28+00:00,2026-09-07T17:03:20Z
8c8f4150ef21b5042ee52704196df781,Stripe,Software Engineer,"Seattle, WA",https://stripe.com/jobs/search?gh_jid=8174105,14,Heuristic overlap: 4/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-09-02T16:57:08+00:00,2026-09-07T17:03:20Z
932a6e862b194ff932c88ee28cbae6a3,Stripe,"Software Engineer, Platform Infrastructure","San Francisco, New York City, Seattle, Chicago, US-Remote",https://stripe.com/jobs/search?gh_jid=8127182,18,Heuristic overlap: 3/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-09-01T16:36:00+00:00,2026-09-07T17:03:20Z
a13afe05ed20f8ff6b2960adf1bdeeb8,Stripe,"Software Engineer, Vulnerability Management",US - Remote,https://stripe.com/jobs/search?gh_jid=8089353,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-05T00:01:19+00:00,2026-09-07T17:03:20Z
9f2d3d37cbd1f6afc94dfe46266d194c,Stripe,Software Quality Assurance Engineer,"Taipei,Taiwan",https://stripe.com/jobs/search?gh_jid=8153331,10,Heuristic overlap: 3/20 listed skills and 0/4 locations appeared in the posting.,greenhouse,2026-08-25T07:28:16+00:00,2026-09-07T17:03:20Z
ae15ce40a840587cc7eeba76800ee6eb,Stripe,"Specialist Solutions Architect, Billing",Remote,https://stripe.com/jobs/search?gh_jid=7728618,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-09T19:42:53+00:00,2026-09-07T17:03:20Z
8e9d928fb38bc3caec592a9b2153b22c,Stripe,"Specialist Solutions Architect, Data","SF, NY, Remote",https://stripe.com/jobs/search?gh_jid=8144262,14,Heuristic overlap: 2/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-27T00:33:39+00:00,2026-09-07T17:03:20Z
e6b5ae412ce25abeca7959c2bb690a83,Stripe,"Specialist Solutions Architect, Money Management","NYC, SF, Chi, Remote",https://stripe.com/jobs/search?gh_jid=7370967,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-09T17:25:51+00:00,2026-09-07T17:03:20Z
8f76ccccf7169b81dcd7209e37b4b935,Stripe,"Staff Engineer, Core Infrastructure","Bengaluru, India",https://stripe.com/jobs/search?gh_jid=8070949,18,Heuristic overlap: 3/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-30T04:27:59+00:00,2026-09-07T17:03:20Z
5745e232ced771028d3c27e6f81fe6c6,Stripe,"Staff Product Manager, Billing ","SF, NY, SEA, Remote-US",https://stripe.com/jobs/search?gh_jid=7983725,11,Heuristic overlap: 1/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-08-21T17:39:57+00:00,2026-09-07T17:03:20Z
8dadd7584c933701cfbbb5e517aa4746,Stripe,"Staff Software Engineer, API Platform","San Francisco, Seattle",https://stripe.com/jobs/search?gh_jid=8055701,18,Heuristic overlap: 3/20 listed skills and 1/4 locations appeared in the posting.,greenhouse,2026-07-10T21:00:09+00:00,2026-09-07T17:03:20Z
